customer_id,frequency,monetary,avg_order_value,first_order,last_order,recency,avg_rating,review_count,cluster
44,1,518.12,518.12,2024-08-21,2024-08-21,-233,5.0,2.0,2
45,1,4050.65,4050.65,2024-09-07,2024-09-07,-250,2.0,2.0,2
46,1,924.76,924.76,2024-05-12,2024-05-12,-132,2.0,2.0,2
47,2,8537.55,4268.775,2024-03-31,2024-09-08,-251,1.0,2.0,1
48,1,3294.81,3294.81,2023-12-22,2023-12-22,10,4.0,2.0,2
49,2,4569.62,2284.81,2024-05-30,2024-10-12,-285,1.0,2.0,1
50,2,3251.34,1625.67,2023-11-06,2023-12-22,10,3.0,2.0,2
51,2,5007.3099999999995,2503.6549999999997,2023-11-24,2024-04-06,-96,1.0,2.0,1
52,1,4439.7,4439.7,2024-06-10,2024-06-10,-161,2.0,2.0,2
53,2,4393.76,2196.88,2024-05-19,2024-06-28,-179,5.0,2.0,2
54,1,3324.93,3324.93,2024-02-24,2024-02-24,-54,2.0,2.0,2
55,2,4810.38,2405.19,2024-02-08,2024-06-22,-173,3.0,2.0,2
56,2,3843.1,1921.55,2024-02-12,2024-07-11,-192,1.0,2.0,1
57,2,967.03,483.515,2024-02-23,2024-09-30,-273,3.0,2.0,2
58,1,884.7,884.7,2024-05-23,2024-05-23,-143,3.0,2.0,2
59,1,4315.68,4315.68,2024-08-28,2024-08-28,-240,2.0,2.0,2
60,1,2719.45,2719.45,2024-04-24,2024-04-24,-114,1.0,2.0,0
61,2,2091.6,1045.8,2024-06-29,2024-08-23,-235,4.0,2.0,2
62,2,6110.4400000000005,3055.2200000000003,2023-12-23,2024-03-20,-79,2.0,2.0,2
63,1,5060.82,5060.82,2024-02-18,2024-02-18,-48,4.0,2.0,2
64,2,4838.5199999999995,2419.2599999999998,2024-02-26,2024-08-20,-232,2.0,2.0,2
65,1,3614.52,3614.52,2024-09-11,2024-09-11,-254,2.0,2.0,2
66,1,5390.28,5390.28,2024-08-22,2024-08-22,-234,1.0,2.0,3
67,2,4580.81,2290.405,2024-01-09,2024-04-14,-104,4.0,2.0,2
68,2,6893.03,3446.515,2024-01-13,2024-03-20,-79,3.0,2.0,2
69,2,3688.52,1844.26,2024-02-28,2024-08-08,-220,1.0,2.0,1
70,1,3010.64,3010.64,2024-06-27,2024-06-27,-178,3.0,2.0,2
71,2,3784.58,1892.29,2024-05-06,2024-06-15,-166,5.0,2.0,2
72,1,1211.7,1211.7,2024-05-06,2024-05-06,-126,5.0,2.0,2
73,2,3913.17,1956.585,2024-01-12,2024-05-08,-128,5.0,2.0,2
74,2,13619.39,6809.695,2023-12-12,2024-08-29,-241,2.0,2.0,1
75,2,2415.5099999999998,1207.7549999999999,2024-02-27,2024-09-12,-255,5.0,2.0,2
76,1,277.3,277.3,2024-01-22,2024-01-22,-21,3.0,2.0,2
77,1,4294.69,4294.69,2024-03-20,2024-03-20,-79,2.0,2.0,2
78,1,558.48,558.48,2024-01-15,2024-01-15,-14,1.0,2.0,0
79,2,2437.47,1218.735,2023-11-17,2024-08-28,-240,1.0,2.0,1
80,2,2576.3100000000004,1288.1550000000002,2024-09-04,2024-10-10,-283,0.0,0.0,1
81,2,6906.8099999999995,3453.4049999999997,2024-04-10,2024-06-08,-159,0.0,0.0,1
82,1,1452.78,1452.78,2024-10-21,2024-10-21,-294,0.0,0.0,3
83,2,7348.07,3674.035,2024-03-03,2024-04-27,-117,0.0,0.0,1
84,1,205.47,205.47,2024-01-12,2024-01-12,-11,0.0,0.0,0
85,2,1706.19,853.095,2023-11-29,2024-04-11,-101,0.0,0.0,1
86,2,1145.56,572.78,2023-12-29,2024-08-19,-231,0.0,0.0,1
87,1,1989.6,1989.6,2024-09-14,2024-09-14,-257,0.0,0.0,3
88,2,2769.13,1384.565,2024-05-21,2024-09-24,-267,0.0,0.0,1
89,2,5882.18,2941.09,2024-02-03,2024-07-25,-206,0.0,0.0,1
90,1,1205.44,1205.44,2024-08-04,2024-08-04,-216,0.0,0.0,3
91,2,2029.42,1014.71,2024-04-04,2024-08-18,-230,0.0,0.0,1
92,1,6506.78,6506.78,2024-01-07,2024-01-07,-6,0.0,0.0,0
93,1,891.64,891.64,2023-12-21,2023-12-21,11,0.0,0.0,0
94,1,4918.88,4918.88,2024-07-30,2024-07-30,-211,0.0,0.0,3
95,2,14058.54,7029.27,2024-02-09,2024-06-16,-167,0.0,0.0,1
96,1,515.28,515.28,2024-10-05,2024-10-05,-278,0.0,0.0,3
97,2,10531.93,5265.965,2023-11-22,2024-08-07,-219,0.0,0.0,1
98,2,10538.46,5269.23,2023-12-27,2024-04-29,-119,0.0,0.0,1
99,1,107.13,107.13,2024-04-13,2024-04-13,-103,0.0,0.0,0
100,1,5741.6,5741.6,2024-10-30,2024-10-30,-303,0.0,0.0,3
101,2,11917.099999999999,5958.549999999999,2023-12-27,2024-08-05,-217,0.0,0.0,1
102,2,10468.86,5234.43,2023-11-29,2024-06-29,-180,0.0,0.0,1
103,2,1353.47,676.735,2024-02-17,2024-09-22,-265,0.0,0.0,1
104,2,14922.63,7461.315,2024-02-12,2024-03-17,-76,0.0,0.0,1
105,2,3713.48,1856.74,2023-12-31,2024-07-31,-212,0.0,0.0,1
106,2,6154.74,3077.37,2023-11-05,2024-09-21,-264,0.0,0.0,1
107,1,550.75,550.75,2024-05-03,2024-05-03,-123,0.0,0.0,0
108,2,9321.29,4660.645,2024-02-16,2024-05-31,-151,0.0,0.0,1
109,1,1947.5,1947.5,2024-01-21,2024-01-21,-20,0.0,0.0,0
110,1,1466.26,1466.26,2024-06-29,2024-06-29,-180,0.0,0.0,3
111,1,4246.68,4246.68,2023-11-27,2023-11-27,35,0.0,0.0,0
112,2,12393.75,6196.875,2023-11-17,2024-08-27,-239,0.0,0.0,1
113,2,1579.08,789.54,2024-01-21,2024-04-28,-118,0.0,0.0,1
114,2,7227.099999999999,3613.5499999999997,2023-11-11,2024-06-19,-170,0.0,0.0,1
115,1,575.19,575.19,2024-09-13,2024-09-13,-256,0.0,0.0,3
116,1,1593.44,1593.44,2024-03-23,2024-03-23,-82,0.0,0.0,0
117,1,2903.21,2903.21,2024-06-18,2024-06-18,-169,0.0,0.0,3
118,1,5153.89,5153.89,2024-01-08,2024-01-08,-7,0.0,0.0,0
119,2,13426.84,6713.42,2024-06-14,2024-07-12,-193,0.0,0.0,1
120,1,5530.84,5530.84,2024-08-14,2024-08-14,-226,0.0,0.0,3
121,2,6954.16,3477.08,2023-12-11,2024-08-07,-219,0.0,0.0,1
122,1,706.98,706.98,2024-06-24,2024-06-24,-175,0.0,0.0,3
123,1,7548.99,7548.99,2024-01-19,2024-01-19,-18,0.0,0.0,0
124,1,659.6,659.6,2024-03-17,2024-03-17,-76,0.0,0.0,0
125,2,2160.61,1080.305,2024-03-29,2024-08-29,-241,0.0,0.0,1
126,2,6344.6,3172.3,2024-06-19,2024-10-11,-284,0.0,0.0,1
127,2,9072.560000000001,4536.280000000001,2024-07-27,2024-09-16,-259,0.0,0.0,1
128,1,1858.92,1858.92,2024-08-25,2024-08-25,-237,0.0,0.0,3
129,2,6927.39,3463.695,2023-12-01,2024-05-03,-123,0.0,0.0,1
130,2,11946.6,5973.3,2024-03-02,2024-03-18,-77,0.0,0.0,1
131,1,501.4,501.4,2024-03-29,2024-03-29,-88,0.0,0.0,0
132,2,8650.53,4325.265,2024-03-28,2024-06-13,-164,0.0,0.0,1
133,1,9737.45,9737.45,2024-11-04,2024-11-04,-308,0.0,0.0,3
134,2,9749.54,4874.77,2023-12-18,2024-01-06,-5,0.0,0.0,1
135,1,6203.3,6203.3,2024-07-19,2024-07-19,-200,0.0,0.0,3
136,1,3847.3,3847.3,2024-09-20,2024-09-20,-263,0.0,0.0,3
137,2,8329.48,4164.74,2024-02-06,2024-02-23,-53,0.0,0.0,1
138,1,3826.84,3826.84,2024-09-19,2024-09-19,-262,0.0,0.0,3
139,2,2523.77,1261.885,2024-02-22,2024-04-29,-119,0.0,0.0,1
140,1,2151.04,2151.04,2024-09-29,2024-09-29,-272,0.0,0.0,3
141,2,6447.5199999999995,3223.7599999999998,2024-02-08,2024-07-23,-204,0.0,0.0,1
142,1,914.92,914.92,2024-08-04,2024-08-04,-216,0.0,0.0,3
143,2,7879.6,3939.8,2024-01-05,2024-03-18,-77,0.0,0.0,1
144,1,6961.76,6961.76,2024-03-12,2024-03-12,-71,0.0,0.0,0
145,1,9672.0,9672.0,2024-07-11,2024-07-11,-192,0.0,0.0,3
146,2,3856.7,1928.35,2024-06-04,2024-06-07,-158,0.0,0.0,1
147,2,3654.11,1827.055,2024-02-12,2024-07-20,-201,0.0,0.0,1
148,2,6302.98,3151.49,2024-02-07,2024-11-01,-305,0.0,0.0,1
149,1,784.05,784.05,2023-12-04,2023-12-04,28,0.0,0.0,0
150,2,12351.580000000002,6175.790000000001,2024-05-18,2024-10-14,-287,0.0,0.0,1
151,2,2773.65,1386.825,2024-03-17,2024-09-07,-250,0.0,0.0,1
152,1,1549.65,1549.65,2024-01-03,2024-01-03,-2,0.0,0.0,0
153,1,2067.2,2067.2,2023-12-25,2023-12-25,7,0.0,0.0,0
154,1,4672.2,4672.2,2024-01-07,2024-01-07,-6,0.0,0.0,0
155,1,4481.58,4481.58,2024-03-02,2024-03-02,-61,0.0,0.0,0
156,2,9503.92,4751.96,2024-03-03,2024-10-13,-286,0.0,0.0,1
157,2,10827.0,5413.5,2024-05-02,2024-08-27,-239,0.0,0.0,1
158,1,3424.84,3424.84,2024-02-11,2024-02-11,-41,0.0,0.0,0
159,2,10772.43,5386.215,2024-04-20,2024-06-16,-167,0.0,0.0,1
160,1,1249.2,1249.2,2024-05-11,2024-05-11,-131,0.0,0.0,3
161,1,3704.4,3704.4,2024-06-28,2024-06-28,-179,0.0,0.0,3
162,1,7234.47,7234.47,2024-06-05,2024-06-05,-156,0.0,0.0,3
163,1,435.55,435.55,2024-04-28,2024-04-28,-118,0.0,0.0,0
164,1,1246.64,1246.64,2023-11-16,2023-11-16,46,0.0,0.0,0
165,1,4591.62,4591.62,2024-10-13,2024-10-13,-286,0.0,0.0,3
166,2,7925.01,3962.505,2024-02-28,2024-05-23,-143,0.0,0.0,1
167,1,4568.08,4568.08,2024-04-02,2024-04-02,-92,0.0,0.0,0
168,1,363.61,363.61,2024-10-17,2024-10-17,-290,0.0,0.0,3
169,1,291.9,291.9,2024-09-29,2024-09-29,-272,0.0,0.0,3
170,2,5089.59,2544.795,2024-03-07,2024-09-20,-263,0.0,0.0,1
171,2,734.1400000000001,367.07000000000005,2023-12-28,2024-04-29,-119,0.0,0.0,1
172,2,4689.05,2344.525,2023-11-12,2024-07-26,-207,0.0,0.0,1
173,2,3916.41,1958.205,2024-02-14,2024-05-17,-137,0.0,0.0,1
174,2,7019.54,3509.77,2024-03-27,2024-05-10,-130,0.0,0.0,1
175,2,8656.029999999999,4328.014999999999,2023-12-26,2024-01-13,-12,0.0,0.0,1
176,1,1001.62,1001.62,2024-10-22,2024-10-22,-295,0.0,0.0,3
177,2,6069.84,3034.92,2024-06-29,2024-10-31,-304,0.0,0.0,1
178,1,8196.7,8196.7,2024-08-05,2024-08-05,-217,0.0,0.0,3
179,2,1669.73,834.865,2024-04-30,2024-07-26,-207,0.0,0.0,1
180,1,4040.19,4040.19,2024-05-02,2024-05-02,-122,0.0,0.0,0
181,2,2694.8199999999997,1347.4099999999999,2024-03-09,2024-04-06,-96,0.0,0.0,1
182,1,1439.85,1439.85,2023-12-06,2023-12-06,26,0.0,0.0,0
183,2,8629.82,4314.91,2024-03-13,2024-04-12,-102,0.0,0.0,1
184,2,5188.9400000000005,2594.4700000000003,2023-12-06,2024-10-29,-302,0.0,0.0,1
185,1,1748.52,1748.52,2024-06-13,2024-06-13,-164,0.0,0.0,3
186,1,1369.48,1369.48,2024-01-24,2024-01-24,-23,0.0,0.0,0
187,1,2612.05,2612.05,2024-05-27,2024-05-27,-147,0.0,0.0,3
188,1,202.22,202.22,2024-07-21,2024-07-21,-202,0.0,0.0,3
189,2,1662.26,831.13,2024-04-19,2024-10-30,-303,0.0,0.0,1
190,1,2327.8,2327.8,2024-05-07,2024-05-07,-127,0.0,0.0,3
191,1,823.07,823.07,2024-08-16,2024-08-16,-228,0.0,0.0,3
192,2,1574.9299999999998,787.4649999999999,2023-12-04,2024-04-22,-112,0.0,0.0,1
193,2,8911.87,4455.935,2023-11-17,2024-05-15,-135,0.0,0.0,1
194,2,3639.02,1819.51,2024-03-04,2024-10-01,-274,0.0,0.0,1
195,1,7132.41,7132.41,2024-08-19,2024-08-19,-231,0.0,0.0,3
196,2,1478.94,739.47,2024-01-15,2024-07-29,-210,0.0,0.0,1
197,1,4066.2,4066.2,2024-03-20,2024-03-20,-79,0.0,0.0,0
198,1,1230.1,1230.1,2024-06-21,2024-06-21,-172,0.0,0.0,3
199,2,9550.859999999999,4775.429999999999,2023-11-25,2024-04-30,-120,0.0,0.0,1
200,1,2064.24,2064.24,2023-11-06,2023-11-06,56,0.0,0.0,0
201,2,8116.84,4058.42,2023-11-18,2024-10-21,-294,0.0,0.0,1
202,2,4344.94,2172.47,2024-03-31,2024-08-05,-217,0.0,0.0,1
203,1,1110.0,1110.0,2024-04-15,2024-04-15,-105,0.0,0.0,0
204,2,10111.66,5055.83,2023-11-09,2024-03-13,-72,0.0,0.0,1
205,2,6461.789999999999,3230.8949999999995,2024-07-17,2024-07-27,-208,0.0,0.0,1
206,1,5403.04,5403.04,2023-12-18,2023-12-18,14,0.0,0.0,0
207,2,2227.16,1113.58,2024-08-16,2024-08-19,-231,0.0,0.0,1
208,1,2784.05,2784.05,2024-01-10,2024-01-10,-9,0.0,0.0,0
209,1,960.34,960.34,2024-09-17,2024-09-17,-260,0.0,0.0,3
210,1,6241.0,6241.0,2024-07-11,2024-07-11,-192,0.0,0.0,3
211,2,6842.08,3421.04,2023-12-22,2024-09-29,-272,0.0,0.0,1
212,1,3038.64,3038.64,2024-04-19,2024-04-19,-109,0.0,0.0,0
213,1,6676.24,6676.24,2024-06-30,2024-06-30,-181,0.0,0.0,3
214,1,6565.38,6565.38,2024-09-26,2024-09-26,-269,0.0,0.0,3
215,1,7415.1,7415.1,2024-04-29,2024-04-29,-119,0.0,0.0,0
216,1,622.5,622.5,2024-07-13,2024-07-13,-194,0.0,0.0,3
217,2,4090.3999999999996,2045.1999999999998,2024-03-06,2024-05-31,-151,0.0,0.0,1
218,1,2271.45,2271.45,2024-06-03,2024-06-03,-154,0.0,0.0,3
219,1,524.82,524.82,2024-03-16,2024-03-16,-75,0.0,0.0,0
220,1,1134.64,1134.64,2023-12-19,2023-12-19,13,0.0,0.0,0
221,2,5246.91,2623.455,2023-11-14,2024-05-19,-139,0.0,0.0,1
222,2,4187.04,2093.52,2024-03-04,2024-03-27,-86,0.0,0.0,1
223,1,878.7,878.7,2023-12-10,2023-12-10,22,0.0,0.0,0
224,1,3183.7,3183.7,2024-06-08,2024-06-08,-159,0.0,0.0,3
225,1,3526.36,3526.36,2023-11-26,2023-11-26,36,0.0,0.0,0
226,2,6163.88,3081.94,2023-11-23,2024-08-28,-240,0.0,0.0,1
227,1,2837.87,2837.87,2024-01-31,2024-01-31,-30,0.0,0.0,0
228,2,4808.4,2404.2,2023-12-11,2024-04-08,-98,0.0,0.0,1
229,2,6900.93,3450.465,2023-12-26,2024-02-03,-33,0.0,0.0,1
230,2,12754.15,6377.075,2023-12-15,2024-04-13,-103,0.0,0.0,1
231,2,6154.79,3077.395,2024-04-14,2024-07-18,-199,0.0,0.0,1
232,2,9014.36,4507.18,2024-06-19,2024-11-01,-305,0.0,0.0,1
233,2,9395.47,4697.735,2024-02-21,2024-07-14,-195,0.0,0.0,1
234,1,2390.3,2390.3,2024-01-27,2024-01-27,-26,0.0,0.0,0
235,2,1165.68,582.84,2024-06-24,2024-07-31,-212,0.0,0.0,1
236,1,5902.74,5902.74,2024-02-18,2024-02-18,-48,0.0,0.0,0
237,1,820.26,820.26,2024-09-03,2024-09-03,-246,0.0,0.0,3
238,2,9155.7,4577.85,2024-03-29,2024-10-02,-275,0.0,0.0,1
239,1,317.72,317.72,2023-12-05,2023-12-05,27,0.0,0.0,0
240,2,11076.019999999999,5538.009999999999,2024-03-07,2024-06-30,-181,0.0,0.0,1
241,2,3107.39,1553.695,2024-03-06,2024-05-18,-138,0.0,0.0,1
242,1,516.4,516.4,2024-08-22,2024-08-22,-234,0.0,0.0,3
243,1,1112.7,1112.7,2024-06-17,2024-06-17,-168,0.0,0.0,3
244,1,746.24,746.24,2024-04-01,2024-04-01,-91,0.0,0.0,0
245,2,9556.36,4778.18,2024-03-11,2024-09-08,-251,0.0,0.0,1
246,2,2701.2,1350.6,2024-05-17,2024-08-27,-239,0.0,0.0,1
247,1,2098.89,2098.89,2024-07-19,2024-07-19,-200,0.0,0.0,3
248,1,733.84,733.84,2024-09-10,2024-09-10,-253,0.0,0.0,3
249,1,663.74,663.74,2024-10-20,2024-10-20,-293,0.0,0.0,3
250,2,2074.48,1037.24,2024-02-11,2024-10-09,-282,0.0,0.0,1
251,1,1057.05,1057.05,2024-08-24,2024-08-24,-236,0.0,0.0,3
252,1,3181.3,3181.3,2024-01-28,2024-01-28,-27,0.0,0.0,0
253,1,4421.46,4421.46,2024-11-03,2024-11-03,-307,0.0,0.0,3
254,1,3767.5,3767.5,2023-12-12,2023-12-12,20,0.0,0.0,0
255,2,3344.4399999999996,1672.2199999999998,2024-05-06,2024-09-03,-246,0.0,0.0,1
256,1,5133.84,5133.84,2024-01-24,2024-01-24,-23,0.0,0.0,0
257,1,5923.57,5923.57,2024-09-30,2024-09-30,-273,0.0,0.0,3
258,1,1592.24,1592.24,2024-06-01,2024-06-01,-152,0.0,0.0,3
259,2,6508.21,3254.105,2024-04-27,2024-08-18,-230,0.0,0.0,1
260,2,10321.21,5160.605,2023-12-01,2024-01-28,-27,0.0,0.0,1
261,2,7913.02,3956.51,2023-12-17,2023-12-31,1,0.0,0.0,1
262,1,1119.95,1119.95,2024-07-12,2024-07-12,-193,0.0,0.0,3
263,2,3666.9300000000003,1833.4650000000001,2024-05-20,2024-10-02,-275,0.0,0.0,1
264,1,4150.8,4150.8,2024-08-09,2024-08-09,-221,0.0,0.0,3
265,2,2011.4299999999998,1005.7149999999999,2024-02-29,2024-04-04,-94,0.0,0.0,1
266,1,6356.84,6356.84,2024-06-10,2024-06-10,-161,0.0,0.0,3
267,2,1767.94,883.97,2024-02-13,2024-09-24,-267,0.0,0.0,1
268,2,9921.89,4960.945,2024-07-17,2024-07-30,-211,0.0,0.0,1
269,1,7345.12,7345.12,2024-06-27,2024-06-27,-178,0.0,0.0,3
270,2,623.73,311.865,2024-09-12,2024-10-29,-302,0.0,0.0,1
271,1,2664.0,2664.0,2024-08-16,2024-08-16,-228,0.0,0.0,3
272,2,5067.56,2533.78,2024-07-13,2024-10-12,-285,0.0,0.0,1
273,1,6973.54,6973.54,2024-07-17,2024-07-17,-198,0.0,0.0,3
274,1,2994.67,2994.67,2024-06-05,2024-06-05,-156,0.0,0.0,3
275,2,7267.59,3633.795,2023-12-26,2024-08-08,-220,0.0,0.0,1
276,2,3425.86,1712.93,2024-07-26,2024-10-19,-292,0.0,0.0,1
277,1,3834.04,3834.04,2023-12-24,2023-12-24,8,0.0,0.0,0
278,1,204.23,204.23,2024-01-20,2024-01-20,-19,0.0,0.0,0
279,1,2801.44,2801.44,2024-08-09,2024-08-09,-221,0.0,0.0,3
280,1,6347.16,6347.16,2024-04-10,2024-04-10,-100,0.0,0.0,0
281,1,3203.44,3203.44,2024-05-13,2024-05-13,-133,0.0,0.0,3
282,2,6292.88,3146.44,2023-11-16,2024-10-21,-294,0.0,0.0,1
283,1,2252.24,2252.24,2024-09-07,2024-09-07,-250,0.0,0.0,3
284,1,2334.24,2334.24,2024-09-14,2024-09-14,-257,0.0,0.0,3
285,1,1318.84,1318.84,2024-02-12,2024-02-12,-42,0.0,0.0,0
286,1,1446.99,1446.99,2024-07-23,2024-07-23,-204,0.0,0.0,3
287,2,9287.37,4643.685,2024-02-14,2024-03-12,-71,0.0,0.0,1
288,2,1629.46,814.73,2024-05-09,2024-08-20,-232,0.0,0.0,1
289,1,5093.94,5093.94,2024-05-17,2024-05-17,-137,0.0,0.0,3
290,2,1947.6299999999999,973.8149999999999,2024-02-09,2024-09-13,-256,0.0,0.0,1
291,2,8866.27,4433.135,2024-03-11,2024-04-15,-105,0.0,0.0,1
292,2,8465.43,4232.715,2023-12-25,2024-02-20,-50,0.0,0.0,1
293,1,1340.4,1340.4,2024-07-02,2024-07-02,-183,0.0,0.0,3
294,2,4345.6,2172.8,2024-09-07,2024-10-16,-289,0.0,0.0,1
295,2,5318.83,2659.415,2023-12-28,2024-09-01,-244,0.0,0.0,1
296,2,6022.9,3011.45,2024-05-29,2024-08-08,-220,0.0,0.0,1
297,1,4494.78,4494.78,2024-09-25,2024-09-25,-268,0.0,0.0,3
298,1,3553.24,3553.24,2024-08-22,2024-08-22,-234,0.0,0.0,3
299,2,8911.67,4455.835,2023-11-21,2024-07-05,-186,0.0,0.0,1
300,1,914.24,914.24,2024-11-01,2024-11-01,-305,0.0,0.0,3
301,2,11412.240000000002,5706.120000000001,2024-05-06,2024-05-23,-143,0.0,0.0,1
302,2,3897.56,1948.78,2024-05-04,2024-05-22,-142,0.0,0.0,1
303,2,4669.81,2334.905,2023-12-07,2024-08-04,-216,0.0,0.0,1
304,1,6481.97,6481.97,2024-06-08,2024-06-08,-159,0.0,0.0,3
305,1,617.49,617.49,2024-10-09,2024-10-09,-282,0.0,0.0,3
306,1,6576.1,6576.1,2024-08-11,2024-08-11,-223,0.0,0.0,3
307,1,5064.88,5064.88,2024-03-20,2024-03-20,-79,0.0,0.0,0
308,1,493.38,493.38,2023-11-30,2023-11-30,32,0.0,0.0,0
309,1,344.9,344.9,2024-01-01,2024-01-01,0,0.0,0.0,0
310,2,3382.0899999999997,1691.0449999999998,2024-02-17,2024-10-31,-304,0.0,0.0,1
311,1,135.94,135.94,2023-12-13,2023-12-13,19,0.0,0.0,0
312,2,2490.9300000000003,1245.4650000000001,2024-09-13,2024-11-02,-306,0.0,0.0,1
313,2,1691.1399999999999,845.5699999999999,2024-01-07,2024-10-17,-290,0.0,0.0,1
314,2,3664.72,1832.36,2024-02-09,2024-08-31,-243,0.0,0.0,1
315,2,6958.280000000001,3479.1400000000003,2024-04-13,2024-06-19,-170,0.0,0.0,1
316,2,2743.8799999999997,1371.9399999999998,2024-01-06,2024-05-14,-134,0.0,0.0,1
317,2,7329.01,3664.505,2024-07-22,2024-11-04,-308,0.0,0.0,1
318,2,5799.21,2899.605,2024-02-10,2024-09-03,-246,0.0,0.0,1
319,2,3694.59,1847.295,2024-06-22,2024-09-18,-261,0.0,0.0,1
320,1,5506.88,5506.88,2023-11-29,2023-11-29,33,0.0,0.0,0
321,2,2148.67,1074.335,2024-05-10,2024-08-04,-216,0.0,0.0,1
322,1,1817.46,1817.46,2024-02-23,2024-02-23,-53,0.0,0.0,0
323,1,957.5,957.5,2024-01-22,2024-01-22,-21,0.0,0.0,0
324,2,2354.06,1177.03,2024-08-27,2024-09-18,-261,0.0,0.0,1
325,2,2818.57,1409.285,2024-01-02,2024-03-08,-67,0.0,0.0,1
326,2,9208.35,4604.175,2024-05-20,2024-09-17,-260,0.0,0.0,1
327,1,1475.2,1475.2,2024-09-09,2024-09-09,-252,0.0,0.0,3
328,2,7106.52,3553.26,2024-08-11,2024-10-12,-285,0.0,0.0,1
329,2,5794.27,2897.135,2023-12-17,2024-07-31,-212,0.0,0.0,1
330,2,2670.0699999999997,1335.0349999999999,2024-02-03,2024-09-05,-248,0.0,0.0,1
331,1,4236.82,4236.82,2024-04-06,2024-04-06,-96,0.0,0.0,0
332,1,1786.66,1786.66,2024-08-06,2024-08-06,-218,0.0,0.0,3
333,1,1531.26,1531.26,2024-08-27,2024-08-27,-239,0.0,0.0,3
334,2,3430.4300000000003,1715.2150000000001,2024-03-31,2024-08-05,-217,0.0,0.0,1
335,2,8681.94,4340.97,2024-08-07,2024-09-12,-255,0.0,0.0,1
